user_id,variant,converted,pre_spend,sessions,clicks
USR_02333,A (Control),0,36.22,6,6
USR_02334,A (Control),0,29.35,1,0
USR_02335,A (Control),0,71.32,4,1
USR_02336,A (Control),0,8.41,3,0
USR_02337,A (Control),0,44.69,1,0
USR_02338,A (Control),0,61.94,4,2
USR_02339,A (Control),0,124.19,4,1
USR_02340,A (Control),0,30.64,4,3
USR_02341,A (Control),0,53.6,4,0
USR_02342,A (Control),0,8.97,1,0
USR_02343,A (Control),0,43.17,8,5
USR_02344,A (Control),1,88.11,4,2
USR_02345,A (Control),0,124.92,4,2
USR_02346,A (Control),0,56.9,6,2
USR_02347,A (Control),0,11.59,7,2
USR_02348,A (Control),1,96.74,6,4
USR_02349,A (Control),0,11.68,2,1
USR_02350,A (Control),0,17.06,4,1
USR_02351,A (Control),0,101.74,2,0
USR_02352,A (Control),0,41.07,6,1
USR_02353,A (Control),0,28.18,3,2
USR_02354,A (Control),0,67.33,5,3
USR_02355,A (Control),0,48.35,7,3
USR_02356,A (Control),0,83.33,4,2
USR_02357,A (Control),1,49.84,4,3
USR_02358,A (Control),0,50.59,5,3
USR_02359,A (Control),0,81.52,4,1
USR_02360,A (Control),0,40.69,4,0
USR_02361,A (Control),0,22.1,5,3
USR_02362,A (Control),0,69.76,3,0
USR_02363,A (Control),1,35.3,2,1
USR_02364,A (Control),0,52.47,4,1
USR_02365,A (Control),0,7.14,6,1
USR_02366,A (Control),0,39.56,5,1
USR_02367,A (Control),0,29.67,4,1
USR_02368,A (Control),0,6.91,5,1
USR_02369,A (Control),0,40.42,3,0
USR_02370,A (Control),0,41.36,1,0
USR_02371,A (Control),1,54.96,4,1
USR_02372,A (Control),0,87.21,3,2
USR_02373,A (Control),0,78.76,1,0
USR_02374,A (Control),0,31.21,5,1
USR_02375,A (Control),0,49.03,3,1
USR_02376,A (Control),0,60.1,4,3
USR_02377,A (Control),0,31.86,7,2
USR_02378,A (Control),0,12.68,3,1
USR_02379,A (Control),0,37.48,6,4
USR_02380,A (Control),0,89.44,7,2
USR_02381,A (Control),0,12.13,5,3
USR_02382,A (Control),0,20.33,4,1
USR_02383,A (Control),0,23.94,4,2
USR_02384,A (Control),0,20.52,3,1
USR_02385,A (Control),0,67.52,5,0
USR_02386,A (Control),0,27.31,8,2
USR_02387,A (Control),0,68.65,5,1
USR_02388,A (Control),0,44.65,2,1
USR_02389,A (Control),1,9.58,4,4
USR_02390,A (Control),0,32.37,7,1
USR_02391,A (Control),0,80.21,5,0
USR_02392,A (Control),0,48.04,3,1
USR_02393,A (Control),1,34.16,4,1
USR_02394,A (Control),0,90.1,2,0
USR_02395,A (Control),0,18.74,3,3
USR_02396,A (Control),0,28.06,2,2
USR_02397,A (Control),0,75.62,6,4
USR_02398,A (Control),0,66.65,1,0
USR_02399,A (Control),0,17.47,4,0
USR_02400,A (Control),1,58.8,6,3
USR_02401,A (Control),0,26.97,4,1
USR_02402,A (Control),1,6.55,6,1
USR_02403,A (Control),0,34.65,4,2
USR_02404,A (Control),0,129.72,3,2
USR_02405,A (Control),0,81.06,4,2
USR_02406,A (Control),0,41.95,4,1
USR_02407,A (Control),0,11.45,2,1
USR_02408,A (Control),0,6.78,6,3
USR_02409,A (Control),0,44.75,3,0
USR_02410,A (Control),0,56.36,5,2
USR_02411,A (Control),0,68.01,3,1
USR_02412,A (Control),0,63.18,2,0
USR_02413,A (Control),0,66.6,5,2
USR_02414,A (Control),0,52.0,3,1
USR_02415,A (Control),0,88.91,5,4
USR_02416,A (Control),0,29.63,9,3
USR_02417,A (Control),0,44.29,7,2
USR_02418,A (Control),0,9.62,2,0
USR_02419,A (Control),0,29.16,4,4
USR_02420,A (Control),0,79.7,4,4
USR_02421,A (Control),0,65.27,2,0
USR_02422,A (Control),0,4.3,2,2
USR_02423,A (Control),0,135.54,4,2
USR_02424,A (Control),0,48.13,5,3
USR_02425,A (Control),0,48.73,6,1
USR_02426,A (Control),0,27.8,3,0
USR_02427,A (Control),1,32.49,5,2
USR_02428,A (Control),0,47.77,5,0
USR_02429,A (Control),1,62.95,1,1
USR_02430,A (Control),0,53.6,4,3
USR_02431,A (Control),0,29.47,4,2
USR_02432,A (Control),0,21.86,3,0
USR_02433,A (Control),0,20.69,4,1
USR_02434,A (Control),0,83.54,2,0
USR_02435,A (Control),0,77.44,4,3
USR_02436,A (Control),0,59.32,4,2
USR_02437,A (Control),0,83.17,8,1
USR_02438,A (Control),0,39.75,2,1
USR_02439,A (Control),0,73.35,10,2
USR_02440,A (Control),0,61.29,3,0
USR_02441,A (Control),0,74.58,7,1
USR_02442,A (Control),0,19.05,9,6
USR_02443,A (Control),0,3.55,3,1
USR_02444,A (Control),0,51.52,5,1
USR_02445,A (Control),0,33.8,6,0
USR_02446,A (Control),0,5.34,4,1
USR_02447,A (Control),0,91.79,6,2
USR_02448,A (Control),1,77.57,3,1
USR_02449,A (Control),0,54.49,3,1
USR_02450,A (Control),0,22.93,6,1
USR_02451,A (Control),0,9.2,2,2
USR_02452,A (Control),0,5.25,4,1
USR_02453,A (Control),1,29.01,4,4
USR_02454,A (Control),1,67.22,2,1
USR_02455,A (Control),0,34.06,5,3
USR_02456,A (Control),0,59.79,5,2
USR_02457,A (Control),0,61.7,8,5
USR_02458,A (Control),0,66.6,8,0
USR_02459,A (Control),1,7.67,5,1
USR_02460,A (Control),0,24.56,4,1
USR_02461,A (Control),0,59.08,9,3
USR_02462,A (Control),0,104.02,3,3
USR_02463,A (Control),0,86.76,5,1
USR_02464,A (Control),1,52.66,3,3
USR_02465,A (Control),1,92.39,3,1
USR_02466,A (Control),0,52.4,3,2
USR_02467,A (Control),0,11.83,9,3
USR_02468,A (Control),0,65.89,9,2
USR_02469,A (Control),0,88.59,6,0
USR_02470,A (Control),0,123.76,5,2
USR_02471,A (Control),0,28.4,7,6
USR_02472,A (Control),0,17.43,4,0
USR_02473,A (Control),0,73.49,8,4
USR_02474,A (Control),0,56.83,3,1
USR_02475,A (Control),0,53.56,5,6
USR_02476,A (Control),0,93.18,9,6
USR_02477,A (Control),0,73.31,8,2
USR_02478,A (Control),0,60.3,3,2
USR_02479,A (Control),0,31.13,5,3
USR_02480,A (Control),0,69.64,5,3
USR_02481,A (Control),0,16.82,4,0
USR_02482,A (Control),0,52.3,3,2
USR_02483,A (Control),0,42.34,5,1
USR_02484,A (Control),0,11.3,2,1
USR_02485,A (Control),0,56.94,3,0
USR_02486,A (Control),0,28.45,3,1
USR_02487,A (Control),0,56.05,6,4
USR_02488,A (Control),0,20.81,4,0
USR_02489,A (Control),1,73.76,4,3
USR_02490,A (Control),0,113.85,6,2
USR_02491,A (Control),0,16.83,5,1
USR_02492,A (Control),0,20.79,4,0
USR_02493,A (Control),0,14.47,4,2
USR_02494,A (Control),0,37.33,3,0
USR_02495,A (Control),0,55.49,7,5
USR_02496,A (Control),0,67.0,5,1
USR_02497,A (Control),0,51.63,5,2
USR_02498,A (Control),0,65.72,3,1
USR_02499,A (Control),0,41.32,7,2
USR_02500,A (Control),0,28.2,1,1
USR_02501,A (Control),0,21.21,2,0
USR_02502,A (Control),0,38.3,6,4
USR_02503,A (Control),0,21.63,6,1
USR_02504,A (Control),0,54.42,5,0
USR_02505,A (Control),0,21.91,4,4
USR_02506,A (Control),0,30.5,4,2
USR_02507,A (Control),0,83.28,4,2
USR_02508,A (Control),0,88.19,5,1
USR_02509,A (Control),0,86.5,6,1
USR_02510,A (Control),0,41.79,3,2
USR_02511,A (Control),0,29.05,4,2
USR_02512,A (Control),0,59.81,3,1
USR_02513,A (Control),0,22.28,3,1
USR_02514,A (Control),0,69.07,3,3
USR_02515,A (Control),0,27.14,3,3
USR_02516,A (Control),0,37.2,5,1
USR_02517,A (Control),0,70.03,5,3
USR_02518,A (Control),0,8.79,4,1
USR_02519,A (Control),0,28.01,3,2
USR_02520,A (Control),0,55.17,6,1
USR_02521,A (Control),1,62.91,6,3
USR_02522,A (Control),0,56.58,3,1
USR_02523,A (Control),0,36.88,6,1
USR_02524,A (Control),0,74.44,3,1
USR_02525,A (Control),0,20.66,1,0
USR_02526,A (Control),0,19.96,5,1
USR_02527,A (Control),0,54.82,4,1
USR_02528,A (Control),0,18.85,8,7
USR_02529,A (Control),0,116.2,4,3
USR_02530,A (Control),0,28.61,5,3
USR_02531,A (Control),0,73.59,2,2
USR_02532,A (Control),0,16.29,5,2
USR_02533,A (Control),0,101.68,4,1
USR_02534,A (Control),0,43.75,4,3
USR_02535,A (Control),0,28.04,7,1
USR_02536,A (Control),0,35.11,2,4
USR_02537,A (Control),0,24.8,5,2
USR_02538,A (Control),0,37.13,6,2
USR_02539,A (Control),0,17.1,1,0
USR_02540,A (Control),1,28.71,3,0
USR_02541,A (Control),1,72.72,3,2
USR_02542,A (Control),0,49.8,4,1
USR_02543,A (Control),0,20.33,3,1
USR_02544,A (Control),1,38.02,5,1
USR_02545,A (Control),0,88.8,6,2
USR_02546,A (Control),0,31.16,2,1
USR_02547,A (Control),0,18.68,2,1
USR_02548,A (Control),0,61.47,4,0
USR_02549,A (Control),0,5.69,3,1
USR_02550,A (Control),0,35.67,5,1
USR_02551,A (Control),1,93.55,4,0
USR_02552,A (Control),0,37.28,4,2
USR_02553,A (Control),0,77.21,4,2
USR_02554,A (Control),0,18.48,3,1
USR_02555,A (Control),0,36.29,4,2
USR_02556,A (Control),0,33.95,5,2
USR_02557,A (Control),0,59.39,2,0
USR_02558,A (Control),0,45.36,8,2
USR_02559,A (Control),0,101.15,4,0
USR_02560,A (Control),0,29.93,2,3
USR_02561,A (Control),0,45.0,5,1
USR_02562,A (Control),0,34.84,4,3
USR_02563,A (Control),0,42.85,6,3
USR_02564,A (Control),0,40.29,6,3
USR_02565,A (Control),0,22.11,2,1
USR_02566,A (Control),0,70.26,4,2
USR_02567,A (Control),0,26.51,5,1
USR_02568,A (Control),0,25.14,4,0
USR_02569,A (Control),0,11.91,3,1
USR_02570,A (Control),0,29.32,6,4
USR_02571,A (Control),0,26.26,5,2
USR_02572,A (Control),0,6.94,7,4
USR_02573,A (Control),0,37.02,8,5
USR_02574,A (Control),1,98.44,5,2
USR_02575,A (Control),0,13.9,4,1
USR_02576,A (Control),0,42.32,4,3
USR_02577,A (Control),0,36.42,4,1
USR_02578,A (Control),0,64.52,7,0
USR_02579,A (Control),0,67.52,5,0
USR_02580,A (Control),0,142.77,1,0
USR_02581,A (Control),0,50.99,4,3
USR_02582,A (Control),0,23.75,3,1
USR_02583,A (Control),0,28.72,9,3
USR_02584,A (Control),0,30.89,6,3
USR_02585,A (Control),0,27.06,7,3
USR_02586,A (Control),0,113.17,4,2
USR_02587,A (Control),0,65.51,3,1
USR_02588,A (Control),0,59.07,3,1
USR_02589,A (Control),0,19.1,2,0
USR_02590,A (Control),0,67.09,11,5
USR_02591,A (Control),0,84.72,3,2
USR_02592,A (Control),1,36.87,7,3
USR_02593,A (Control),0,28.48,6,2
USR_02594,A (Control),0,102.67,8,2
USR_02595,A (Control),0,25.83,4,2
USR_02596,A (Control),1,23.87,2,0
USR_02597,A (Control),1,20.95,7,3
USR_02598,A (Control),0,40.94,9,6
USR_02599,A (Control),0,50.89,3,1
USR_02600,A (Control),0,77.81,3,0
USR_02601,A (Control),0,60.77,8,5
USR_02602,A (Control),0,60.15,3,0
USR_02603,A (Control),0,92.63,6,6
USR_02604,A (Control),0,20.18,3,2
USR_02605,A (Control),0,13.19,5,2
USR_02606,A (Control),0,62.65,2,1
USR_02607,A (Control),0,39.65,3,0
USR_02608,A (Control),0,77.98,3,0
USR_02609,A (Control),0,42.2,3,1
USR_02610,A (Control),0,27.78,3,1
USR_02611,A (Control),0,63.22,4,4
USR_02612,A (Control),0,45.77,4,2
USR_02613,A (Control),0,42.23,4,2
USR_02614,A (Control),0,158.53,3,0
USR_02615,A (Control),0,88.38,6,3
USR_02616,A (Control),0,68.29,1,0
USR_02617,A (Control),0,46.71,5,2
USR_02618,A (Control),0,44.11,4,3
USR_02619,A (Control),0,35.0,5,2
USR_02620,A (Control),0,49.83,3,0
USR_02621,A (Control),0,30.49,5,2
USR_02622,A (Control),0,16.91,4,3
USR_02623,A (Control),0,41.88,6,3
USR_02624,A (Control),0,52.48,6,3
USR_02625,A (Control),0,78.09,8,4
USR_02626,A (Control),0,23.97,3,2
USR_02627,A (Control),0,44.34,3,0
USR_02628,A (Control),0,60.47,4,3
USR_02629,A (Control),0,59.63,4,3
USR_02630,A (Control),0,109.8,6,2
USR_02631,A (Control),0,35.47,3,1
USR_02632,A (Control),0,22.47,4,4
USR_02633,A (Control),0,46.28,2,2
USR_02634,A (Control),0,36.75,4,5
USR_02635,A (Control),1,32.42,2,1
USR_02636,A (Control),0,29.42,4,0
USR_02637,A (Control),0,52.61,4,0
USR_02638,A (Control),0,26.55,6,4
USR_02639,A (Control),0,68.25,6,3
USR_02640,A (Control),0,66.28,5,1
USR_02641,A (Control),0,55.66,4,0
USR_02642,A (Control),0,20.16,10,3
USR_02643,A (Control),0,51.1,7,1
USR_02644,A (Control),0,81.25,5,4
USR_02645,A (Control),0,71.27,5,4
USR_02646,A (Control),0,65.25,4,3
USR_02647,A (Control),1,43.91,8,1
USR_02648,A (Control),0,42.62,3,0
USR_02649,A (Control),0,89.25,4,0
USR_02650,A (Control),0,52.08,6,1
USR_02651,A (Control),0,52.5,2,0
USR_02652,A (Control),0,185.58,9,8
USR_02653,A (Control),0,34.94,2,2
USR_02654,A (Control),0,6.33,6,0
USR_02655,A (Control),0,38.51,7,1
USR_02656,A (Control),0,40.05,5,1
USR_02657,A (Control),0,51.59,3,2
USR_02658,A (Control),0,59.28,7,4
USR_02659,A (Control),0,7.55,6,3
USR_02660,A (Control),0,60.04,5,4
USR_02661,A (Control),0,41.67,7,0
USR_02662,A (Control),0,36.05,9,2
USR_02663,A (Control),0,11.29,4,1
USR_02664,A (Control),0,100.4,3,0
USR_02665,A (Control),0,32.12,5,2
USR_02666,A (Control),0,65.79,4,1
USR_02667,A (Control),0,23.71,12,5
USR_02668,A (Control),0,53.03,8,4
USR_02669,A (Control),0,36.44,3,1
USR_02670,A (Control),0,64.56,3,1
USR_02671,A (Control),0,35.61,4,1
USR_02672,A (Control),0,22.9,4,1
USR_02673,A (Control),0,42.92,7,4
USR_02674,A (Control),0,41.52,4,1
USR_02675,A (Control),0,50.83,6,0
USR_02676,A (Control),0,76.6,5,2
USR_02677,A (Control),0,19.18,5,1
USR_02678,A (Control),1,74.27,3,1
USR_02679,A (Control),0,16.95,3,1
USR_02680,A (Control),0,63.05,6,0
USR_02681,A (Control),0,64.26,3,3
USR_02682,A (Control),0,30.95,6,2
USR_02683,A (Control),0,24.61,4,0
USR_02684,A (Control),0,23.67,2,1
USR_02685,A (Control),1,45.6,5,2
USR_02686,A (Control),0,66.81,3,1
USR_02687,A (Control),0,39.3,4,1
USR_02688,A (Control),0,5.64,4,2
USR_02689,A (Control),0,29.54,6,1
USR_02690,A (Control),0,28.81,5,2
USR_02691,A (Control),0,59.03,2,2
USR_02692,A (Control),0,60.92,4,1
USR_02693,A (Control),1,47.87,6,2
USR_02694,A (Control),0,74.35,4,4
USR_02695,A (Control),0,77.7,6,4
USR_02696,A (Control),0,30.78,2,1
USR_02697,A (Control),0,23.28,4,2
USR_02698,A (Control),0,41.14,6,2
USR_02699,A (Control),0,47.8,3,4
USR_02700,A (Control),0,29.71,3,0
USR_02701,A (Control),1,211.69,4,2
USR_02702,A (Control),0,96.97,5,0
USR_02703,A (Control),0,27.79,5,1
USR_02704,A (Control),0,19.8,8,4
USR_02705,A (Control),0,26.21,1,1
USR_02706,A (Control),0,78.53,2,0
USR_02707,A (Control),0,79.67,4,1
USR_02708,A (Control),0,97.67,5,0
USR_02709,A (Control),0,22.77,8,5
USR_02710,A (Control),0,58.89,9,3
USR_02711,A (Control),0,24.35,4,1
USR_02712,A (Control),0,110.08,3,2
USR_02713,A (Control),0,23.36,5,3
USR_02714,A (Control),0,16.44,6,5
USR_02715,A (Control),0,18.95,4,4
USR_02716,A (Control),0,43.04,4,1
USR_02717,A (Control),0,66.24,3,1
USR_02718,A (Control),0,63.65,7,3
USR_02719,A (Control),0,19.58,3,1
USR_02720,A (Control),0,33.25,5,2
USR_02721,A (Control),0,30.3,3,0
USR_02722,A (Control),0,17.47,6,4
USR_02723,A (Control),0,29.8,9,2
USR_02724,A (Control),0,95.23,4,1
USR_02725,A (Control),0,15.64,2,0
USR_02726,A (Control),0,49.86,4,2
USR_02727,A (Control),0,96.52,6,5
USR_02728,A (Control),0,93.62,4,1
USR_02729,A (Control),0,113.08,3,1
USR_02730,A (Control),0,52.95,2,0
USR_02731,A (Control),0,57.88,1,0
USR_02732,A (Control),1,30.19,4,3
USR_02733,A (Control),0,15.36,5,4
USR_02734,A (Control),0,39.25,4,2
USR_02735,A (Control),0,84.29,5,3
USR_02736,A (Control),0,5.54,3,0
USR_02737,A (Control),0,31.16,4,2
USR_02738,A (Control),0,61.38,6,3
USR_02739,A (Control),0,43.43,2,0
USR_02740,A (Control),1,90.57,2,2
USR_02741,A (Control),0,79.18,2,1
USR_02742,A (Control),0,13.8,4,2
USR_02743,A (Control),0,45.82,5,0
USR_02744,A (Control),0,25.24,8,2
USR_02745,A (Control),0,25.0,3,2
USR_02746,A (Control),0,14.72,4,2
USR_02747,A (Control),0,50.8,2,1
USR_02748,A (Control),0,91.68,1,0
USR_02749,A (Control),0,53.69,1,0
USR_02750,A (Control),0,13.95,5,3
USR_02751,A (Control),0,41.83,2,1
USR_02752,A (Control),0,59.9,5,2
USR_02753,A (Control),0,39.8,3,2
USR_02754,A (Control),0,53.08,5,3
USR_02755,A (Control),0,26.75,3,2
USR_02756,A (Control),0,36.76,2,1
USR_02757,A (Control),0,35.23,4,1
USR_02758,A (Control),0,101.71,3,1
USR_02759,A (Control),0,19.91,5,2
USR_02760,A (Control),0,6.37,6,1
USR_02761,A (Control),0,97.9,4,2
USR_02762,A (Control),0,46.83,2,1
USR_02763,A (Control),0,16.77,6,3
USR_02764,A (Control),0,75.05,8,2
USR_02765,A (Control),0,62.18,4,0
USR_02766,A (Control),0,111.53,7,5
USR_02767,A (Control),0,49.25,3,0
USR_02768,A (Control),1,158.79,4,3
USR_02769,A (Control),0,40.04,3,1
USR_02770,A (Control),0,62.25,6,0
USR_02771,A (Control),0,67.83,4,0
USR_02772,A (Control),1,214.76,3,1
USR_02773,A (Control),0,32.02,6,0
USR_02774,A (Control),0,31.31,5,4
USR_02775,A (Control),0,68.69,2,1
USR_02776,A (Control),0,15.6,5,2
USR_02777,A (Control),0,25.11,8,6
USR_02778,A (Control),0,39.3,5,1
USR_02779,A (Control),0,109.47,6,4
USR_02780,A (Control),1,68.71,3,2
USR_02781,A (Control),1,45.63,4,2
USR_02782,A (Control),0,29.95,7,2
USR_02783,A (Control),0,135.54,5,2
USR_02784,A (Control),0,41.65,4,4
USR_02785,A (Control),0,25.09,4,0
USR_02786,A (Control),0,150.88,5,1
USR_02787,A (Control),0,16.2,2,1
USR_02788,A (Control),0,93.39,5,3
USR_02789,A (Control),0,43.76,6,1
USR_02790,A (Control),0,68.61,3,2
USR_02791,A (Control),0,61.2,4,3
USR_02792,A (Control),0,68.0,3,0
USR_02793,A (Control),1,158.95,2,3
USR_02794,A (Control),0,144.74,8,2
USR_02795,A (Control),0,26.1,5,1
USR_02796,A (Control),0,59.75,6,0
USR_02797,A (Control),0,10.17,4,1
USR_02798,A (Control),0,72.57,4,4
USR_02799,A (Control),0,83.13,2,0
USR_02800,A (Control),0,6.46,3,1
USR_02801,A (Control),0,42.69,7,2
USR_02802,A (Control),1,68.53,5,0
USR_02803,A (Control),0,54.52,3,4
USR_02804,A (Control),0,16.48,4,2
USR_02805,A (Control),0,17.99,5,3
USR_02806,A (Control),0,39.38,5,2
USR_02807,A (Control),0,32.01,3,0
USR_02808,A (Control),0,34.19,5,1
USR_02809,A (Control),0,14.63,4,1
USR_02810,A (Control),0,44.26,7,8
USR_02811,A (Control),1,109.98,3,2
USR_02812,A (Control),0,17.07,5,2
USR_02813,A (Control),0,37.18,6,2
USR_02814,A (Control),0,63.87,3,3
USR_02815,A (Control),0,11.78,4,1
USR_02816,A (Control),0,44.56,2,0
USR_02817,A (Control),0,81.6,6,2
USR_02818,A (Control),0,20.17,4,3
USR_02819,A (Control),1,47.46,3,2
USR_02820,A (Control),1,78.02,5,2
USR_02821,A (Control),0,154.12,5,1
USR_02822,A (Control),0,45.87,1,0
USR_02823,A (Control),0,25.54,7,2
USR_02824,A (Control),0,8.8,4,4
USR_02825,A (Control),0,25.7,5,4
USR_02826,A (Control),0,13.91,5,2
USR_02827,A (Control),0,115.35,4,1
USR_02828,A (Control),0,75.13,3,2
USR_02829,A (Control),0,17.99,5,2
USR_02830,A (Control),0,24.45,5,0
USR_02831,A (Control),0,45.37,3,1
USR_02832,A (Control),0,81.22,4,2
USR_02833,A (Control),0,59.84,5,4
USR_02834,A (Control),0,56.22,5,2
USR_02835,A (Control),0,49.55,3,0
USR_02836,A (Control),0,18.79,6,2
USR_02837,A (Control),0,45.76,3,0
USR_02838,A (Control),0,42.17,4,3
USR_02839,A (Control),0,13.75,3,0
USR_02840,A (Control),0,113.62,4,0
USR_02841,A (Control),0,28.19,5,2
USR_02842,A (Control),0,14.07,4,0
USR_02843,A (Control),0,31.72,4,1
USR_02844,A (Control),0,36.18,5,2
USR_02845,A (Control),0,41.32,5,3
USR_02846,A (Control),1,35.76,6,2
USR_02847,A (Control),0,42.91,4,4
USR_02848,A (Control),0,47.89,6,2
USR_02849,A (Control),0,46.28,6,5
USR_02850,A (Control),0,55.95,4,1
USR_02851,A (Control),0,58.11,4,1
USR_02852,A (Control),0,59.04,5,5
USR_02853,A (Control),1,68.53,4,2
USR_02854,A (Control),0,25.98,6,1
USR_02855,A (Control),0,26.68,2,1
USR_02856,A (Control),0,81.45,5,1
USR_02857,A (Control),0,32.41,4,1
USR_02858,A (Control),1,39.78,7,4
USR_02859,A (Control),0,37.4,4,2
USR_02860,A (Control),0,150.79,3,1
USR_02861,A (Control),0,22.77,3,0
USR_02862,A (Control),0,22.45,7,3
USR_02863,A (Control),0,43.01,4,1
USR_02864,A (Control),0,38.14,4,0
USR_02865,A (Control),0,17.85,3,0
USR_02866,A (Control),0,40.68,4,2
USR_02867,A (Control),0,43.81,4,1
USR_02868,A (Control),0,30.13,4,1
USR_02869,A (Control),0,39.05,2,2
USR_02870,A (Control),0,24.47,6,4
USR_02871,A (Control),0,17.89,11,4
USR_02872,A (Control),0,32.24,2,0
USR_02873,A (Control),0,20.14,5,2
USR_02874,A (Control),0,15.2,6,3
USR_02875,A (Control),0,8.47,7,0
USR_02876,A (Control),0,50.09,6,3
USR_02877,A (Control),0,31.48,3,2
USR_02878,A (Control),0,81.75,4,3
USR_02879,A (Control),0,33.35,3,0
USR_02880,A (Control),0,49.94,5,1
USR_02881,A (Control),0,27.19,2,0
USR_02882,A (Control),0,42.13,2,2
USR_02883,A (Control),0,8.54,1,0
USR_02884,A (Control),0,31.9,5,3
USR_02885,A (Control),0,22.89,5,5
USR_02886,A (Control),0,76.7,3,3
USR_02887,A (Control),0,47.88,3,1
USR_02888,A (Control),0,70.21,2,2
USR_02889,A (Control),0,87.23,2,1
USR_02890,A (Control),0,30.08,4,3
USR_02891,A (Control),0,46.57,2,0
USR_02892,A (Control),0,18.71,5,3
USR_02893,A (Control),0,54.83,4,2
USR_02894,A (Control),0,59.94,4,2
USR_02895,A (Control),0,52.48,3,2
USR_02896,A (Control),0,30.06,2,0
USR_02897,A (Control),0,119.97,5,0
USR_02898,A (Control),0,43.73,5,2
USR_02899,A (Control),0,18.79,2,0
USR_02900,A (Control),0,63.51,3,0
USR_02901,A (Control),0,78.09,5,7
USR_02902,A (Control),0,19.09,5,1
USR_02903,A (Control),0,36.2,2,0
USR_02904,A (Control),0,13.83,8,2
USR_02905,A (Control),0,89.25,9,3
USR_02906,A (Control),0,40.4,2,2
USR_02907,A (Control),0,22.96,6,1
USR_02908,A (Control),0,78.71,7,3
USR_02909,A (Control),0,42.94,6,2
USR_02910,A (Control),0,72.21,5,3
USR_02911,A (Control),0,57.05,3,1
USR_02912,A (Control),0,20.67,5,3
USR_02913,A (Control),0,29.33,4,3
USR_02914,A (Control),0,23.44,5,4
USR_02915,A (Control),0,17.79,6,7
USR_02916,A (Control),0,10.92,3,1
USR_02917,A (Control),1,134.31,2,1
USR_02918,A (Control),0,51.86,8,1
USR_02919,A (Control),0,56.82,7,1
USR_02920,A (Control),0,84.09,6,2
USR_02921,A (Control),0,29.12,5,3
USR_02922,A (Control),0,14.7,4,1
USR_02923,A (Control),0,68.34,5,1
USR_02924,A (Control),0,16.74,1,1
USR_02925,A (Control),0,67.34,3,0
USR_02926,A (Control),0,12.86,5,2
USR_02927,A (Control),0,15.78,2,1
USR_02928,A (Control),0,27.07,6,5
USR_02929,A (Control),0,65.78,7,2
USR_02930,A (Control),0,110.59,6,1
USR_02931,A (Control),0,56.76,4,0
USR_02932,A (Control),0,27.85,4,1
USR_02933,A (Control),0,76.04,5,1
USR_02934,A (Control),0,12.53,3,2
USR_02935,A (Control),0,21.53,5,2
USR_02936,A (Control),0,45.72,5,3
USR_02937,A (Control),0,69.73,4,2
USR_02938,A (Control),0,37.48,4,1
USR_02939,A (Control),0,34.76,5,4
USR_02940,A (Control),0,36.19,4,3
USR_02941,A (Control),0,83.63,7,1
USR_02942,A (Control),0,24.61,4,1
USR_02943,A (Control),0,20.43,4,1
USR_02944,A (Control),0,35.8,6,3
USR_02945,A (Control),0,90.75,10,3
USR_02946,A (Control),0,26.73,6,3
USR_02947,A (Control),0,36.11,2,0
USR_02948,A (Control),0,12.35,3,0
USR_02949,A (Control),0,37.16,6,0
USR_02950,A (Control),0,50.24,4,5
USR_02951,A (Control),0,16.76,2,0
USR_02952,A (Control),0,83.73,4,3
USR_02953,A (Control),0,49.82,8,5
USR_02954,A (Control),0,29.81,2,0
USR_02955,A (Control),0,50.07,5,2
USR_02956,A (Control),1,58.9,4,3
USR_02957,A (Control),0,9.57,4,2
USR_02958,A (Control),0,51.32,6,2
USR_02959,A (Control),0,88.81,5,4
USR_02960,A (Control),0,24.35,8,2
USR_02961,A (Control),0,30.26,6,1
USR_02962,A (Control),0,33.89,4,0
USR_02963,A (Control),0,70.22,7,4
USR_02964,A (Control),0,19.12,4,0
USR_02965,A (Control),0,57.19,5,3
USR_02966,A (Control),0,34.34,3,1
USR_02967,A (Control),0,113.71,3,1
USR_02968,A (Control),0,35.74,4,3
USR_02969,A (Control),0,5.47,4,3
USR_02970,A (Control),0,64.03,4,1
USR_02971,A (Control),0,55.35,5,2
USR_02972,A (Control),1,48.46,3,2
USR_02973,A (Control),1,87.35,6,3
USR_02974,A (Control),0,10.86,3,1
USR_02975,A (Control),0,21.78,5,3
USR_02976,A (Control),0,41.99,4,3
USR_02977,A (Control),0,46.78,6,4
USR_02978,A (Control),0,37.97,3,0
USR_02979,A (Control),0,12.51,5,1
USR_02980,A (Control),0,30.48,2,0
USR_02981,A (Control),0,108.96,3,2
USR_02982,A (Control),0,18.41,4,0
USR_02983,A (Control),0,41.37,4,0
USR_02984,A (Control),1,57.32,5,4
USR_02985,A (Control),0,68.96,4,0
USR_02986,A (Control),0,63.84,5,0
USR_02987,A (Control),0,28.91,2,2
USR_02988,A (Control),1,21.71,2,0
USR_02989,A (Control),0,114.25,7,5
USR_02990,A (Control),0,73.16,5,1
USR_02991,A (Control),0,44.02,2,0
USR_02992,A (Control),1,96.52,4,0
USR_02993,A (Control),0,12.32,7,5
USR_02994,A (Control),0,14.78,5,3
USR_02995,A (Control),0,5.64,1,0
USR_02996,A (Control),0,46.43,4,2
USR_02997,A (Control),0,47.88,5,0
